Compound;m/z;Charge;Retention time (min);CCS (angstrom^2);Chromatographic peak width (min);Identifications;Anova (p);q Value;Max Fold Change;Highest Mean;Lowest Mean;Isotope Distribution;Maximum Abundance;Minimum CV%;16.0257_P001_01 [1];16.0257_P002_01 [1];16.0257_P004 [1];16.0269_P004 [1];16.0269_P005 [1];16.0269_P006 [1];17.0421_P001 [1];17.0421_P002 [1];17.0421_P003 [1];17.0421_P004 [1];17.0421_P005 [1];17.0421_P006 [1];17.0421_P007 [1];17.0421_P008_02 [1];ts1512_171_B [1];ts1605_382_P003_E001 [1];ts1605_382_P004_E001 [1];ts1707_313_P002_E008 [1];ts1707_313_P002_E001 [1];16.0043_P003 [1];16.0043_P011 [1];16.0230_P014 [1];16.0230_P015 [1];16.0259_P001 [1];16.0280_P002 [1];16.0334_P001 [1];16.0352_P001 [1];16.0352_P002 [1];16.0394_P001 [1];16.0394_P003 [1];16.0394_P004 [1];16.0394_P006 [1];16.0394_P016 [1];16.0412_P004 [1];16.0412_P005 [1];16.0436_P003 [1];16.0436_P004 [1];20180607_Blank_1 [1];20180607_Blank_2 [1];20180607_Blank_3 [1];20180607_Blank_4 [1];20180607_Blank_5 [1];20180607_Blank_6 [1];Blank 1 [1];Blank 2 [1];Blank 3 [1];Blank 4 [1];Blank 5 [1];Blank 6 [1];Blank 7 [1];Blank 8 [1];Blank 9 [1];Blank 10 [1];Blank 11 [1];Blank b1 [1];Blank b2 [1];Blank b3 [1];Blank b4 [1];Blank b5 [1];Blank b6 [1];Blank b7 [1];Blank b8 [1];Blank b9 [1];Blank b10 [1];Blank b11 [1];Blank b12 [1];Blank b13 [1];Blank b14 [1];Blank b15 [1];Blank b16 [1];16.0187_P001 [1];16.0187_P008 [1];16.0269_P002 [1];16.0269_P003 [1];16.0437_P002_01 [1];16.0455_P002_5ug_mL [1];17.0315_P005_5ug_mL [1];17.0477_P003_5ug_mL [1];17.03150_P001_5ug_mL [1];ts1512_170_P008_E001 [1];ts1603_373_P001_E001 [1];ts1605_141_P002_E001 [1];ts1605_406_P002_02_E001 [1];ts1609_167_P004_E001 [1];ts1610_343_P003_E001_50ug_mL [1];ts1610_343_P004_E001_50ug_mL [1];ts1611_309_P001_E001 [1];ts1707_313_P001_E001 [1]
12.15_659.2865m/z;659.2865397;1;12.14746667;285.3708519;0.1087;0;0;0;Infinity;Cocaine;Heroin;100 - 22.4;118.4740673;86.04;204.4100412;231.9051774;132.3823351;144.1383827;185.1873501;179.9582918;238.958609;0;0;0;0;8.739003125;34.97605196;41.38254366;0;270.8957474;246.7356838;121.4308709;209.90719;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5.19_414.4711m/z;414.4711176;1;5.192416667;191.7086369;0.1505;0;0;0;Infinity;Heroin;Cocaine;100;116.1613865;68.72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60.8465678;85.13627601;151.0641416;98.48428077;126.6228812;103.1349134;89.84789224;322.9355794;136.3691063;308.2252393;63.6889678;87.64639343;44.57513592;151.444433;62.47082363;37.60650147;70.56392843;90.24189467;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.18_493.0166m/z;493.0166225;1;11.1787;164.1522017;0.491683333;0;0;0;Infinity;Cocaine;Heroin;100 - 4.54 - 1.1;114.6559923;46.15;156.3763903;150.8756374;149.6682347;151.7635289;162.0949543;176.1614655;144.6523085;20.69198269;34.45050333;42.23190696;39.45840766;129.1433933;147.6682036;170.1620131;45.30871589;94.7352107;92.36791056;154.2239763;116.4291098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.580233863;25.3596839;38.71809439;42.58624835;50.2235946;53.94633782;0.074839091;0.25364333;0.723616789;1.003933851;1.909883533;2.629302885;1.582046816;2.139976915;2.056839591;3.617519479;2.010065034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.303887929;1.271462926;1.957202475;0.124732893;1.480622569;16.00486805;36.98203267;45.17974951;33.49402985;1.176777077;2.066813288;2.156302341;2.901598499;2.454043698;50.33094216;50.63856988;0;3.161432399
4.05_342.3404m/z;342.3404319;1;4.04865;175.3444955;0.107116667;0;0;0;Infinity;Heroin;Cocaine;100;112.1373092;78.44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75.71880677;72.84480497;225.664503;97.80001901;119.843184;78.77967156;108.9803716;308.7110272;101.8592844;320.9050629;78.74342488;83.67812207;28.36511378;153.5224979;26.1611751;24.53545546;50.34963347;62.00940698;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.15_639.3109m/z;639.3109106;1;12.14746667;259.271926;0.1087;0;0;0;Infinity;Cocaine;Heroin;100 - 2.73;106.9219159;72.43;179.5433095;201.9388575;130.4087845;117.9196343;154.6286135;142.1356835;190.5916392;0;0;0;0;49.19968927;76.2794893;88.36182866;0;191.1810421;199.6383093;140.9435568;168.7459643;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026873186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.50_255.1014m/z;255.1014477;1;11.50476667;148.7001346;0.100333333;0;0;0;Infinity;Heroin;Cocaine;100 - 10.6;101.1064326;111.82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47.24776123;49.219596;279.8796527;13.74277535;93.3094546;64.53751716;51.88419684;328.115822;50.96521502;401.5556457;69.36367183;71.90654823;18.20743713;105.903393;29.74851769;17.80190511;50.40724152;76.11943637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4.44_304.2566m/z;304.256638;1;4.441566667;164.0985139;0.167166667;0;0;0;Infinity;NPS;Heroin;100;98.79122804;117.71;23.73009838;27.65849109;14.79217626;40.62803466;112.9602349;33.57305008;55.85563514;16.77172686;16.53809271;39.46626036;17.09972349;7.757369876;50.498563;56.80647355;249.3221684;18.60878751;17.81311183;13.01828043;125.1841942;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003421176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;363.3452157;0;0;0;0;0;0;0;0;0;1414.896889
4.08_648.2499m/z;648.2498928;1;4.082083333;252.6307624;0.167183333;0;0;0;Infinity;Heroin;Cocaine;100 - 20.3 - 0.102;96.05207023;33.27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92.04388353;83.68304852;140.9047181;95.91803783;117.8634162;91.84667582;118.5543822;152.4359618;120.5234551;147.3680725;87.02541539;80.77804782;50.25966862;86.26178285;44.69956124;47.48633729;80.63828039;90.64651891;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.53_209.1533m/z;209.153333;1;12.53201667;145.9495578;0.091933333;0;0;0;Infinity;Heroin;Cocaine;100 - 6.65;93.94387579;20.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120.2582816;92.86767824;100.3170551;74.8839915;104.380594;94.79092147;104.3963701;118.1525289;120.7562778;111.9851563;53.37349365;63.28866014;74.02307367;80.04428384;83.56558057;103.7886101;99.20061934;90.91658772;0.649572768;0.72278402;0.232239914;0;1.150215423;0;0.292650216;0.18243974;0;0;0.271193026;0;0.224926373;0.140214185;0.010626354;0;0;64.94312363;84.8292523;86.5710915;86.24430248;93.20825933;81.28516337;103.2639619;95.89941008;95.56851635;94.3647699;69.10492611;99.29444717;92.64750814;108.5284871;122.3025926;111.9189561;0.286346883;0;0.159777568;0;0.178173848;0;1.034280657;0.437312423;0.230600893;0;0;1.932000558;0.048885508;0.165763539;0;0.417301931;0;0
5.01_340.3246m/z;340.324641;1;5.008466667;182.8004791;0.1489;0;0;0;Infinity;Heroin;Cocaine;100 - 10.3;91.12591334;101.72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52.54477721;49.74862642;196.9198927;65.46540548;83.7248841;46.24533298;70.09203961;323.4752672;73.03829457;306.2916626;56.36637295;63.1774447;18.19619469;139.1673554;19.96840829;14.84866113;25.86262846;35.1331917;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2.03_195.2163m/z;195.2162587;1;2.0283;136.7075441;0.26595;0;0;0;Infinity;Heroin;Cocaine;100 - 2.78;89.29104825;50.49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113.5589355;110.9613056;0;114.535878;122.5772519;120.8005071;123.2383998;0;143.7860642;0;80.88629685;90.86706555;100.009634;56.7853393;97.21781156;110.828516;114.8670186;106.3188445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43.99969642;0;0;442.7153088;106.8114271;0;0;0;0;0
4.14_326.1379m/z;326.1379453;1;4.1406;175.9208954;0.167216667;0;0;0;Infinity;Heroin;Cocaine;100 - 8.14;81.33307123;99.98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79.88097869;90.77655591;70.89242382;74.27110228;113.0246334;44.62512012;86.54141773;349.5906618;142.3188503;96.66363176;34.40250843;38.22767522;18.01599991;167.5380806;29.76340103;16.5962665;4.7896006;6.07637409;0.046955332;0.0094772;0.046049827;0.017029849;0.007739001;0.015542487;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0219551;0.012406324;0.007020154;0.039276056;0;0;0;0;0;0.003996271;0.040695376;0;0
10.15_456.2013m/z;456.2012928;1;10.15195;205.9644852;0.142166667;0;0;0;Infinity;Heroin;Cocaine;100 - 19.7 - 1.31;81.16176159;192.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.73565648;0.848495595;380.6735172;0.312208978;7.5167116;12.69920204;3.425414806;200.504597;0.34487617;576.5155993;43.90243256;45.43295056;6.520082058;14.99079602;16.7847854;6.429174873;66.90660323;74.36860471;0.022870313;0.047733828;0;0.056933314;0.016960081;0.216785922;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.084373734;0.044150181;0;0;0;0;0;0;0;0.070191937;0;0;0
5.18_414.8220m/z;414.821969;1;5.18405;191.6985276;0.1087;0;0;0;Infinity;Heroin;Cocaine;100;79.42191138;69.36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44.89176111;51.81145712;144.5722483;76.69215435;84.04323175;52.7499087;85.69297891;223.8285775;84.72765375;182.5977788;41.23953436;47.17149227;27.93727634;116.9391817;35.66943501;22.59940446;50.81300151;55.61732878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.53_208.1690m/z;208.1689745;1;12.53201667;147.7171244;0.226;0;0;0;Infinity;Heroin;Cocaine;100 - 1.42;74.81406282;23.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80.85422005;79.51556994;80.89135785;68.65744708;84.12088384;78.578159;91.33864657;90.14742355;98.7443591;106.0204626;34.71308191;53.29003313;57.33002352;61.92779524;62.86292798;66.44245498;76.87921981;74.33906459;0.613613995;0.235111796;1.033642816;0.534584372;0.537365536;0.218154797;0;0;0;0;0;0.195736559;0.17098207;0.174155467;0.276130676;0.19738263;0;47.82401635;58.79757207;62.59029224;64.88237222;71.27632685;77.57787459;73.85401503;78.79043021;84.51987885;69.67249544;67.02672094;78.92225648;76.12199757;90.88699407;91.00525758;93.59797947;0;0.272509527;0;0.34067713;0;0.221892765;0.277171903;0;0.574155727;0;0.011764414;0.860722346;0.101315546;0;0;0.431816451;0;0.241201421
8.58_531.2101n;532.2173586;1;8.582816667;213.9270688;0.150483333;0;0;0;Infinity;Heroin;Cocaine;100 - 21.4 - 0.399;72.72571155;123.41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;185.0906769;186.6331383;0;0.252215036;259.3486138;65.97176235;164.8945882;0;231.0394592;0;73.95385277;61.14070008;22.35785475;27.1340382;14.8650442;13.84121011;0.426124678;2.113529374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8.23_414.1907m/z;414.1906761;1;8.231766667;193.6186023;0.142116667;0;0;0;Infinity;Heroin;Cocaine;100 - 18.4 - 0.431;68.52378763;131.96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25.83851688;18.21342812;164.824408;4.063300312;48.41045867;43.50151741;27.05995936;297.1115821;22.4849953;293.4401901;59.924237;64.05799406;10.34341248;77.56080578;18.26453811;8.930469988;20.26237092;29.13599276;0;0.045022209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0059239;0;0;0;0;0;0;0.022900794;0.013120072;0;0
9.67_458.1706m/z;458.1705632;1;9.668366667;198.1512065;0.2508;0;0;0;Infinity;Heroin;Cocaine;100 - 4.78;68.04444982;182.61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.220616023;4.020639192;245.7141333;0.652500405;15.17300619;23.46743983;4.735935932;151.0905259;3.904695569;498.9354642;65.14838126;64.30048889;13.04386178;15.69481325;14.74607817;10.77557138;36.009898;48.16604749;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6.91_441.1413n;480.1050266;1;6.91335;201.4497233;0.4332;0;0;0;Infinity;Heroin;Cocaine;100 - 13;65.35040982;192.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.531420911;2.538237625;244.2476071;0.242968842;6.304865763;7.978225975;1.830782666;304.4302702;1.895893653;431.8664712;42.45047226;45.36058247;4.098677724;10.54827112;7.236876376;3.099672914;20.61628576;33.02979427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.06_736.3903m/z;736.390292;1;10.05996667;261.6604775;0.14215;0;0;0;Infinity;Heroin;Cocaine;100 - 34 - 3.02;62.42629124;152.34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.44042936;46.87667249;114.6488796;6.204802872;31.66298544;18.50265406;16.50089998;387.702946;51.46289166;200.8512312;31.90677286;36.05572001;4.804578733;91.90170231;11.88407753;1.953281851;5.563368945;16.74934735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.98_637.3030m/z;637.3029894;1;12.98376667;259.3152458;0.182366667;0;0;0;Infinity;Cocaine;Heroin;100 - 6.12;61.76144869;78.15;102.0662153;111.2717434;69.50985592;81.29773822;90.79109762;90.53506846;109.8224356;0;0;0;0;20.16587942;27.25929722;41.09055431;0;131.6256425;127.2473229;66.25681183;104.5278624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.66_844.3886m/z;844.3885706;1;11.6636;228.3135513;0.091966667;0;0;0;Infinity;Cocaine;Heroin;100 - 30.8;60.1927902;68.73;95.45392043;101.7333495;70.64118161;77.13599804;83.4546459;98.17376685;100.4221231;0;0;0;0;38.51241196;49.96216796;52.27844882;0;101.8872684;107.2851784;77.85843667;88.86411625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4.21_386.1595m/z;386.1594827;1;4.207483333;185.0163458;0.1254;0;0;0;Infinity;Heroin;Cocaine;100 - 14.4 - 0.31;59.40137642;139.51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.67642218;16.44515742;308.2227878;16.50780435;35.43304807;32.60464111;27.5675852;143.9612549;25.07204914;227.8774778;36.8753166;36.09473795;8.451874576;28.11298074;6.715748192;6.112997784;41.26896373;51.22392784;0.010494933;0.011906277;0.009582551;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.012019286;0.020573341;0;0;0;0;0;0;0.01917699;0.014886904;0;0
9.46_428.2062m/z;428.2061982;1;9.459383333;200.9011033;0.1505;0;0;0;Infinity;Heroin;Blank;100 - 20.7 - 0.695;58.84042373;150.49;0;0;0;0;0;0;0;0.013512625;0;0;0;0;0;0;0;0;0;0;0.042036461;9.216663694;5.069458669;232.3952563;2.589022062;26.09671523;23.76816839;17.74411144;187.9076833;6.71033252;307.9222181;33.97850285;39.5633333;6.418763462;41.45413626;13.97161066;4.449746454;43.64860106;56.22330325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.004130208;0;0
4.10_370.7954m/z;370.7953681;1;4.0988;183.631706;0.091983333;0;0;0;Infinity;Heroin;Cocaine;100;58.43162336;81.13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31.7293;35.33414939;115.8763159;35.33475873;74.80309182;29.80362967;66.42810724;152.6664459;66.29068985;176.6213839;42.85777882;48.54443127;11.28821969;80.14074964;10.72288359;10.70162955;30.6586471;31.96700832;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.34_448.3364m/z;448.3363738;1;12.33975;185.1457598;0.125416667;0;0;0;Infinity;Cocaine;NPS;100 - 5.87;58.12208018;151.88;7.039732695;8.69782935;15.05373681;11.67767749;12.88439094;10.62119185;9.683101389;283.0162785;179.0168754;204.4144401;212.3793038;37.45983213;40.47957053;33.21655517;4.456482777;5.802834033;6.546169261;16.89294288;4.980578572;0;0;0;0;0;0.317256605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.357954024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4.45_304.6592m/z;304.6591893;1;4.45;165.8663537;0.20065;0;0;0;Infinity;NPS;Heroin;100;57.90105787;73.39;26.55723795;29.33183635;15.77352076;31.40651748;72.12474475;29.88459543;43.62554155;12.66207525;14.05738352;27.25364134;16.59550286;12.59293406;36.93489063;40.55594388;103.5420591;20.60526102;22.20262779;16.34327734;82.53102338;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;165.7100667;0;0;0;0;0;0;0;0;0;876.508975
5.03_446.1803m/z;446.1803284;1;5.033566667;198.4697794;0.1489;0;0;0;Infinity;Heroin;Cocaine;100 - 18.6 - 0.911;57.2031247;160.38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.09664261;25.00422682;88.77890188;12.57063825;17.68823171;34.29208435;20.69417242;96.45057568;18.21943157;404.5828867;82.92031484;83.34063002;17.78111511;51.89602352;12.74479737;15.63343673;9.901203817;13.06093106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.68_887.4061m/z;887.4061471;1;11.68031667;233.8186335;0.09195;0;0;0;Infinity;Cocaine;Heroin;100 - 34.3;53.00664167;70.36;79.9260848;95.11217485;64.25202637;67.60541969;75.91551718;82.45820221;95.10266322;0;0;0;0;27.29480804;37.43760256;50.19207342;0;88.29758347;95.73030389;65.71568538;82.08604669;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8.27_385.1882n;386.195483;1;8.273483333;196.3865022;0.142066667;0;0;0;Infinity;Heroin;Cocaine;100 - 14.2 - 0.0824;52.73223761;141.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.39526253;16.71833191;79.66149832;47.98773853;24.95387689;21.06867427;17.03750512;225.6454374;42.84267105;273.2096093;45.28019898;47.0287075;8.47727322;39.07121065;7.442937577;7.186077366;10.48115841;18.69210795;0.069829412;0.026012142;0.00017913;0.052074947;0.013480593;0.051467994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.013273497;0.085151647;0.015364859;0.041567158;0;0.016608968;0;0;0;0;0.081184777;0;0
11.65_801.3699m/z;801.3699297;1;11.6469;224.9125689;0.100316667;0;0;0;Infinity;Cocaine;Heroin;100 - 24.6;50.55188491;68.94;76.44610837;88.91392766;57.1724912;65.13520589;74.53253855;74.39354565;79.5121498;0;0;0;0;33.92475791;37.40146799;47.57983153;0;86.36644062;92.19721424;63.97576797;82.93436587;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9.63_369.1569n;408.1204133;1;9.626583333;184.3664167;0.125416667;0;0;0;Infinity;Heroin;Cocaine;100 - 13.4 - 1;49.37421767;118.44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.82917373;18.72840297;125.5869431;14.13443593;47.43474896;25.23774078;28.73513796;188.146685;26.12148821;195.6852241;35.29574238;39.27103194;7.498120607;57.77127492;11.50783384;6.732618983;17.84568187;23.17363263;0;0;0;0;0;0.017569636;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8.06_386.1956m/z;386.1955708;1;8.064516667;194.4698874;0.13275;0;0;0;Infinity;Heroin;Cocaine;100 - 16.7 - 0.131;49.32523362;98.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.29342601;35.01929956;58.08049269;45.4325253;70.0104399;33.14833289;59.97490118;202.4749149;59.36361068;88.27759832;24.90223724;23.46148064;6.513552224;110.4412071;12.77189427;4.848051672;6.239701856;9.600538794;0.023068465;0.042733743;0.059491975;0.024585881;0.054281122;0.022981296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.022706111;0.000220211;0.007098964;0;0;0;0;0;0;0;0;0
4.14_358.1643m/z;358.1642866;1;4.1406;174.8163585;0.100333333;0;0;0;Infinity;Heroin;Cocaine;100 - 5.08;45.46711349;74.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.73607433;46.24907373;100.535292;46.5952939;71.67759125;43.1110492;55.19252435;123.7649571;58.42524033;95.67274826;25.64444372;28.30024442;13.00419604;25.9630144;12.21394622;12.06672344;10.54821473;11.70741533;0;0.032907976;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.027356982;0;0;0;0;0;0;0;0;0
9.73_399.2038n;400.2111219;1;9.7269;197.8693694;0.14215;0;0;0;Infinity;Heroin;Cocaine;100 - 13 - 0.0337;43.78054992;157.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.34325714;17.69798182;99.12605904;12.41072148;29.02851438;12.83016356;12.52846644;132.9620986;17.87844588;283.0137655;41.80384461;44.58275587;5.653020302;32.27464708;5.561159389;4.125690075;6.004434216;9.224873201;0.002056704;0.010976185;0;0.033874634;0.04550962;0.001558954;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.029346586;0.012407181;0.015584954;0.03608135;0;0;0;0;0;0.014598356;0.045463152;0;0
11.37_549.2974m/z;549.2973673;1;11.37098333;188.4524593;0.217433333;0;0;0;Infinity;Cocaine;Heroin;100 - 2.59 - 2.27;43.64365308;60.76;66.34961238;74.70247497;52.28587783;53.00098545;59.81667347;63.86267886;72.12606124;5.860007867;2.526502131;4.295742363;5.042990044;23.16064653;40.88261407;45.51746424;9.623391736;69.10113498;71.21997139;47.00763672;62.84694222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.702384494;3.701537091;4.557114905;4.038137986;5.053472533;5.205851861;0;0;0.050062657;0.548861803;0.982585034;0.566828153;0.675477678;1.184282045;1.51025346;1.135837117;1.143694061;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.584433677;0.665602522;0;1.080764398;2.181502287;3.634806481;5.534039111;4.266051104;0.175688058;1.206187172;1.297542915;1.102812888;1.061754747;4.344918243;4.987922673;0;1.497681524
12.63_637.3024m/z;637.3023983;1;12.63263333;261.4830348;0.142383333;0;0;0;Infinity;Cocaine;Heroin;100 - 3.59;43.58967166;77.92;73.21060563;87.1832263;51.96224978;59.86312947;64.3193028;63.87475107;78.02529127;0;0;0;0;13.99137388;19.46034956;25.94089548;0;85.68607399;79.83266923;45.72829662;79.12554655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
